"","listFiles","listNumExp","lightIntensity1","productivity1","productivitySE1","nLight1","r2Light1","pvalueLight1","respiration1","respirationSE1","nDark1","r2Dark1","pvalueDark1","lightIntensity2","productivity2","productivitySE2","nLight2","r2Light2","pvalueLight2","respiration2","respirationSE2","nDark2","r2Dark2","pvalueDark2"
"1","21_10_25_lustulia_mother.csv",1,98.4975102306422,0.13583387952015,0.000440315007230147,147,0.998468198739424,3.40100394912801e-206,-0.0426376053431272,0.000394822564163338,97,0.991834812907937,3.28125505170421e-101,98.5949549076428,0.135489038542475,0.000405925953395301,145,0.998709105600162,1.08663136371349e-208,-0.0552194021453331,0.000254039970460395,144,0.996982457103664,4.62043430673414e-181
"6","21_10_26_lustulia_LoCoLoLi.csv",2,98.9541323997775,-0.0314806647840901,0.000189241338865164,147,0.99475159394561,2.02867869642235e-167,-0.0650506059658283,0.000215093887138816,153,0.998340869184149,4.97327248731784e-212,48.5314940111545,-0.0398430847402441,0.000347836924178181,99,0.992585657796522,2.46313808912766e-105,-0.0664451055393529,0.000300472291945106,149,0.996982543492631,2.2666723462854e-187
"7","21_10_26_lustulia_LoCoMeLi.csv",3,48.5378109186364,-0.0134457637672427,0.000424791337729445,88,0.920028612787434,3.64068290189267e-49,-0.0446261206699445,0.000222436169381658,162,0.996015852022578,4.07772258633599e-194,99.9435777521725,0.00860636411829024,0.000313573410101793,102,0.88163431890504,2.35819429110962e-48,-0.0450796702040161,0.000258279340368474,140,0.995457763201993,9.27750348799407e-164
"5","21_10_26_lustulia_LoCoHiLi.csv",4,99.8774259948848,-0.00959684905680028,0.000121861364886545,178,0.972247949211079,3.78450080042057e-139,-0.0447258016809003,0.000152328098235797,162,0.998135920752316,1.66064732368542e-220,48.5776562197693,-0.0186875145825296,2.80621419152744e-05,505,0.998864788547764,0,-0.0463690523025463,0.000397909070139576,105,0.992399136429383,3.50282288993049e-111
"9","21_10_26_lustulia_MeCoLoLi.csv",5,48.4035766347326,-0.0101890816187012,0.000341746301625773,144,0.861288879148018,5.3733697654458e-63,-0.0249548287147365,0.00015888362901801,147,0.994116215820865,8.0440337002727e-164,98.3625977883522,0.0134698766429196,0.000123675166566689,201,0.983417788888003,2.47379474019348e-179,-0.0293708354073727,0.00011086953232396,238,0.996634247528718,4.95170593570303e-294
"10","21_10_26_lustulia_MeCoMeLi.csv",6,98.3340239568795,0.010800535744784,0.000106592588822213,161,0.984653507177868,2.37199329772492e-146,-0.0399539192763309,0.000176080890443953,133,0.997442733361076,6.85528208554947e-172,48.5896810720868,-0.00644013194112436,0.000195239106545249,159,0.873099267128485,1.72842117589858e-72,-0.0404691629944572,0.000113785026530944,155,0.998784044907058,3.88056211863121e-225
"8","21_10_26_lustulia_MeCoHiLi.csv",7,48.5849673674593,-0.0134035415969425,0.000120463947837712,172,0.98637463522009,9.81938873930626e-161,-0.046377531927691,0.000146269573933273,148,0.998539909388029,4.00543704527238e-209,100.167602646266,0.00758635622795057,0.00016450883231819,188,0.919139010988154,9.72235033028729e-104,-0.0436186918035869,0.000139184424149253,142,0.998566372006072,3.65244081074599e-201
"3","21_10_26_lustulia_HiCoLoLi.csv",8,100.100452575725,0.115104287690373,0.000208830083987549,155,0.999493353340183,3.18052280443383e-254,-0.0399090829387766,0.000171520688540355,157,0.997126755948482,4.11250910619734e-199,48.5592790802096,0.0349803684350606,8.93846439538882e-05,271,0.998240137657715,0,-0.0401464986577277,0.000216406805851172,135,0.996121389543091,1.86488892960432e-162
"4","21_10_26_lustulia_HiCoMeLi.csv",9,48.5550959087796,0.0208955345323438,0.000220162003717063,157,0.982974771365174,3.18408713483379e-139,-0.0489312064313709,0.000521062391641288,149,0.983492188876263,4.0257775360319e-133,98.5082587447287,0.0923536971371806,0.000194424320908675,157,0.999309093987226,4.41307740598862e-247,-0.0465410218922816,0.000162656223485651,165,0.998000830601649,3.96611212070975e-222
"2","21_10_26_lustulia_HiCoHiLi.csv",10,98.4454610503322,0.0524580893839412,0.000304551133594588,152,0.994936132983592,2.71641758305497e-174,-0.0551430923867707,0.000153474190178828,152,0.998831681948747,4.61396561938194e-222,51.8678739775136,0.0103489750067634,0.000125698790035018,198,0.971754176907186,5.47399341338187e-154,-0.0569737773870026,0.000340555478387739,141,0.995022603786747,3.59746005549376e-162
