"","listFiles","listNumExp","lightIntensity1","productivity1","productivitySE1","nLight1","r2Light1","pvalueLight1","respiration1","respirationSE1","nDark1","r2Dark1","pvalueDark1","lightIntensity2","productivity2","productivitySE2","nLight2","r2Light2","pvalueLight2","respiration2","respirationSE2","nDark2","r2Dark2","pvalueDark2"
"40","21_11_04_lustulia_HiCoMeLi.csv",45,100.997628680766,0.111315437391891,0.000510609870821409,124,0.99741857614044,5.82873493535741e-160,-0.0269819527389889,0.000427354009858092,110,0.973377694663053,4.33549176725647e-87,49.9221126008756,0.0793643159361276,0.000347181390904831,156,0.997042559412064,7.11532006692671e-197,-0.0384032940679443,0.000424533110600657,146,0.982586815939626,8.9654790027164e-129
"38","21_11_04_lustulia_HiCoHiLi.csv",46,49.8434410852102,0.040376452965506,0.000243581636616662,127,0.995435091693967,2.24805502580722e-148,-0.0393650184703361,0.000379151700512117,113,0.989715720301193,2.18756454222703e-112,101.414975359438,0.0859306035993763,0.00016949204221576,128,0.999506151450878,2.1434633356343e-210,-0.0323992772843139,0.000219719869906901,100,0.995467370523568,7.10051693566356e-117
"51","21_11_08_lustulia_MeCoLoLi.csv",47,101.618981860333,0.0139903648018243,0.00037794433527907,96,0.935120730361576,7.6084882071935e-58,-0.0108300574851731,0.00127534078489821,42,0.634295082009237,1.72421064618059e-10,48.1613021765783,0.011682284868319,0.000124587500471848,180,0.980045446933064,1.85192060164477e-153,-0.00954365435413218,0.000213472450633766,140,0.934946149261568,5.55867420407555e-84
"52","21_11_08_lustulia_MeCoMeLi.csv",48,48.1131831338674,-0.00481183226686923,0.000281023496713087,144,0.671401029794635,2.37828208976224e-36,-0.0222311063094426,0.00038375897576322,150,0.957475584665812,1.34319945138055e-103,99.9269222681035,0.00238755948977319,0.000259154820560366,143,0.371339159343712,4.03802511683066e-16,-0.011616858564507,0.00014657727637541,208,0.968091115737624,2.73963751225611e-156
"50","21_11_08_lustulia_MeCoHiLi.csv",49,99.8909148467432,-0.00876472526425589,0.000180125397050021,139,0.944903585872646,2.48548432607208e-88,-0.0159730578831009,0.000221279649720689,148,0.972557553829658,4.10579665392096e-116,49.2164994580867,-0.0111594103161639,0.000145233251407191,165,0.972968761903437,6.04799441409766e-130,-0.0138669911947081,0.000234535866843066,139,0.962012719208686,2.13732709682664e-99
"48","21_11_08_lustulia_HiCoLoLi.csv",50,49.1925734190032,0.0341282422020223,0.000284288814533534,126,0.991400347138527,3.78203142377225e-130,-0.0183561749899167,0.000318371987019718,148,0.957640033389671,2.39649883394966e-102,101.212054577056,0.062182690680654,0.000384284764565493,144,0.994568066459127,6.18826597184584e-163,-0.0230084704601275,0.000253050886245106,138,0.983696736035053,1.13810135191997e-123
"49","21_11_08_lustulia_HiCoMeLi.csv",51,101.070868358169,0.0370858472923664,0.000305216129877053,142,0.990539396658227,8.47352151802339e-144,-0.0218610691522941,0.000238484923452914,141,0.9836098972721,3.39015791971874e-126,51.9665063160814,0.028113543378339,0.000182557471506306,145,0.993964410557554,8.50876449461027e-161,-0.024814674794792,0.000300630131274448,140,0.980003498910022,2.42643005346981e-119
"47","21_11_08_lustulia_HiCoHiLi.csv",52,51.9277567563768,0.00232558023968497,0.00107927819646061,56,0.0621211668690144,0.0356587175023534,-0.0198349430699656,0.000350409147261692,111,0.966798835272469,1.19140824903479e-82,101.558467014789,0.0272365775744964,0.000198032549305965,175,0.990884857018578,1.2225400253284e-178,-0.0291502301824808,0.000237729826555539,130,0.991492705068414,1.37927581853906e-134
"57","21_11_10_lustulia_MeCoLoLi.csv",53,100.575069628896,0.0252377103526321,0.000909541733218533,125,0.861132268979078,8.73871232997392e-55,0.00389537760584974,0.00119276774201595,49,0.167615392728105,0.00204110757329712,50.8301264008992,0.0237077948742426,0.000394506970496729,126,0.966536185424624,1.47559590431549e-93,-0.0232498181329693,0.000798760575714441,131,0.866835871159239,1.52315181022386e-58
"58","21_11_10_lustulia_MeCoMeLi.csv",54,50.8815119051836,0.0362978160709794,0.00110955808562438,128,0.893829579414224,1.97968900721954e-63,0.0307866260062633,0.000827585883693023,141,0.908068847135453,3.93019960706493e-74,99.0934740988676,0.0240215827987227,0.000948879940589044,247,0.72231186497781,2.48662141345645e-70,0.00120958810728167,0.00203389999424052,79,-0.00835533135288324,0.553778490134496
"56","21_11_10_lustulia_MeCoHiLi.csv",55,99.005971148457,0.0217552214067788,0.00373026742806345,135,0.197668052542572,3.94614474010376e-08,-0.0179567339814206,0.00339210786473673,137,0.165762138403888,4.7306862995497e-07,48.4337644336904,0.00465707999438844,0.00569855501844358,135,-0.00248467188553514,0.415253546388465,-0.0144670620739831,0.00316055305552143,142,0.12396479580817,1.02916586870094e-05
"54","21_11_10_lustulia_HiCoLoLi.csv",56,48.3354229024985,0.092321752112371,0.00256991676447396,133,0.90714266478584,1.09339777843803e-69,-0.00110523955532582,0.00275538955270983,142,-0.00598671552694019,0.688943946077138,101.22560434355,0.0900552648640384,0.00690298424132102,80,0.681700708909579,2.68407206116839e-21,-0.0125321293252149,0.00190819866455166,175,0.194937524296982,5.7615578479541e-10
"55","21_11_10_lustulia_HiCoMeLi.csv",57,101.171656476619,0.0591330044667141,0.00208537112801728,139,0.853358214774084,3.4571415924487e-59,-0.0232478261123371,0.00136845412775221,168,0.632648315575662,3.74744860553361e-38,51.0918547993471,0.0459931555224829,0.00164686132143034,155,0.834933981132271,6.0478878952278e-62,-0.0473244137110605,0.00194569782050675,108,0.846614436929132,3.57917871791087e-45
"53","21_11_10_lustulia_HiCoHiLi.csv",58,51.1907776571475,-0.00584193343775773,0.00183937447389189,141,0.0609525796726962,0.00183940247572452,-0.028320827801308,0.00284882862775713,138,0.416593838167578,7.72243117825589e-18,102.63036166156,0.0271664253018096,0.00131914424149425,184,0.69807553424701,2.00461009596996e-49,-0.031980690892389,0.000994055728296672,138,0.883009280021854,1.89981157508507e-65
